district_name_x,district_code,total_#_of_classes,average_class_size,number_of_students,african_american_%,asian_%,hispanic_%,white_%,native_american_%,"native_hawaiian,_pacific_islander_%","multi-race,_non-hispanic_%",district_name_y,tests_taken_x,score=1,score=2,score=3,score=4,score=5,%_score_1-2,%_score_3-5,district_name_x,tests_takers,tests_taken_y,one_test,two_tests,three_tests,four_tests,five_or_more_tests,district_name_y,high_school_graduates_(#),attending_coll./univ._(#),attending_coll./univ._(%),private_two-year_(%),private_four-year_(%),public_two-year_(%),public_four-year_(%),ma_community_college_(%),ma_state_university_(%),univ.of_mass._(%),district_name_x,tests_taken,reading_/_writing,writing,math,district_name_y,#_in_cohort,%_graduated,%_still_in_school,%_non-grad_completers,%_h.s._equiv.,%_dropped_out,%_permanently_excluded
Taunton,2930000,"   3,299",19.4,"      7,861",19.8,1.1,13.6,59.3,0.3,0.2,5.7,Taunton,     430,     135,     125,      94,      46,      30,60.5,39.5,Taunton,     306,     430,     214,      65,      22,       5,       0,Taunton,506.0,266.0,52.6,0.0,23.7,32.7,43.6,31.6,13.9,21.4,Taunton,     211,538.0,,514.0,Taunton,       545,91.9,2.9,1.7,0.0,3.5,0.0
Tewksbury,2950000,"   1,487",17.9,"      3,221",4.0,4.1,6.6,83.3,0.1,0.0,1.9,Tewksbury,     381,      48,      94,      99,     111,      29,37.3,62.7,Tewksbury,     242,     381,     153,      54,      23,       9,       3,Tewksbury,226.0,154.0,68.1,0.0,49.4,9.7,40.9,9.7,5.8,20.8,Tewksbury,     196,552.0,,545.0,Tewksbury,       234,94.9,2.6,0.0,0.0,2.6,0.0
Tisbury,2960000,     205,13.8,        292,6.5,0.7,36.6,49.3,2.1,0.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsfield,2980000,     204,15.1,        585,0.2,1.5,4.6,90.4,0.9,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri-County Regional Vocational Technical,8780000,     569,16.6,        946,1.0,0.9,7.8,85.4,0.1,0.1,4.8,Tri-County Regional Vocational Technical,      83,      20,      33,      18,      10,       2,63.9,36.1,Tri-County Regional Vocational Technical,      64,      83,      45,      19,       0,       0,       0,Tri-County Regional Vocational Technical,247.0,124.0,50.2,0.0,36.3,25.0,38.7,21.8,18.5,7.3,Tri-County Regional Vocational Technical,      38,538.0,,520.0,Tri-County Regional Vocational Technical,       252,97.2,2.0,0.0,0.0,0.8,0.0
Triton,7730000,"   1,124",16.9,"      2,198",1.6,2.1,3.9,90.1,0.1,0.1,2.0,Triton,     129,       7,      33,      41,      31,      17,31.0,69.0,Triton,      77,     129,      44,      19,      10,       3,       1,Triton,174.0,117.0,67.2,0.0,30.8,32.5,36.8,30.8,7.7,14.5,Triton,      63,595.0,,585.0,Triton,       190,89.5,4.2,0.5,2.1,3.7,0.0
Truro,3000000,      61,15.4,        113,8.0,0.0,6.2,67.3,0.0,0.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyngsborough,3010000,     966,17.6,"      1,604",4.7,9.0,7.2,75.2,0.2,0.0,3.7,Tyngsborough,     131,      15,      27,      42,      34,      13,32.1,67.9,Tyngsborough,      91,     131,      56,      30,       5,       0,       0,Tyngsborough,116.0,88.0,75.9,0.0,52.3,13.6,34.1,11.4,6.8,21.6,Tyngsborough,     155,557.0,,573.0,Tyngsborough,       119,96.6,1.7,0.0,0.0,1.7,0.0
UP Academy Charter School of Boston (District),4800000,     138,22.1,        364,44.5,3.3,48.4,2.5,0.3,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP Academy Charter School of Dorchester (District),35050000,     138,31.9,        722,54.9,0.3,40.9,1.4,0.1,0.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up-Island Regional,7740000,     147,14.1,        413,1.7,1.0,8.5,77.0,3.9,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper Cape Cod Regional Vocational Technical,8790000,     346,14.1,        708,3.3,1.1,4.1,83.5,1.0,0.1,6.9,Upper Cape Cod Regional Vocational Technical,      24,       7,       9,       8,       0,       0,66.7,33.3,Upper Cape Cod Regional Vocational Technical,      22,      24,      20,       2,       0,       0,       0,Upper Cape Cod Regional Vocational Technical,169.0,73.0,43.2,0.0,21.9,34.2,43.8,31.5,19.2,15.1,Upper Cape Cod Regional Vocational Technical,      17,492.0,,462.0,Upper Cape Cod Regional Vocational Technical,       170,99.4,0.0,0.0,0.0,0.6,0.0
Uxbridge,3040000,     859,16.0,"      1,598",1.3,1.4,6.0,88.4,0.6,0.1,2.3,Uxbridge,     180,      56,      68,      35,      16,       5,68.9,31.1,Uxbridge,      96,     180,      40,      30,      24,       2,       0,Uxbridge,132.0,82.0,62.1,0.0,19.5,34.1,46.3,31.7,14.6,17.1,Uxbridge,     113,541.0,,519.0,Uxbridge,       142,80.3,12.0,0.7,0.0,7.0,0.0
Veritas Preparatory Charter School (District),4980000,      75,27.0,        405,20.5,1.7,70.1,4.0,0.7,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wachusett,7750000,"   3,032",18.0,"      6,656",2.7,3.2,6.4,85.2,0.1,0.0,2.5,Wachusett,     651,      32,     108,     186,     209,     116,21.5,78.5,Wachusett,     366,     651,     197,      85,      60,      17,       7,Wachusett,493.0,387.0,78.5,0.0,43.2,11.9,45.0,11.4,17.8,15.0,Wachusett,     514,582.0,,581.0,Wachusett,       510,95.1,2.9,0.0,0.2,1.8,0.0
Wakefield,3050000,"   1,476",16.1,"      3,331",2.8,3.7,7.9,82.2,0.2,0.2,3.1,Wakefield,     458,      76,     115,     136,      87,      44,41.7,58.3,Wakefield,     227,     458,      95,      71,      35,      16,      10,Wakefield,262.0,210.0,80.2,0.0,47.6,10.5,41.9,9.0,8.6,14.8,Wakefield,     248,565.0,,561.0,Wakefield,       265,98.1,0.4,0.0,0.4,1.1,0.0
Wales,3060000,      41,16.2,        129,1.6,0.0,1.6,93.8,0.8,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,3070000,"   1,502",15.3,"      3,659",3.5,6.8,6.5,79.6,0.3,0.1,3.2,Walpole,     405,      12,      39,     131,     138,      85,12.6,87.4,Walpole,     200,     405,      90,      49,      39,      12,      10,Walpole,264.0,217.0,82.2,0.0,45.6,4.1,50.2,3.7,11.5,12.9,Walpole,     291,587.0,,569.0,Walpole,       269,96.7,1.1,0.0,0.0,2.2,0.0
Waltham,3080000,"   3,761",13.5,"      5,549",9.3,5.1,43.1,40.1,0.1,0.0,2.4,Waltham,     530,     119,     146,     121,      88,      56,50.0,50.0,Waltham,     257,     530,      91,      86,      57,      19,       4,Waltham,393.0,214.0,54.5,0.5,42.5,14.5,42.5,13.6,13.1,22.9,Waltham,     204,564.0,,555.0,Waltham,       467,80.7,4.1,0.9,0.2,14.1,0.0
Ware,3090000,     409,18.9,"      1,168",1.6,0.4,8.8,85.0,0.2,0.3,3.7,Ware,      46,       7,      12,      14,       8,       5,41.3,58.7,Ware,      37,      46,      29,       7,       1,       0,       0,Ware,43.0,24.0,55.8,0.0,29.2,37.5,33.3,37.5,29.2,0.0,Ware,      27,512.0,,534.0,Ware,        52,76.9,13.5,0.0,1.9,7.7,0.0
Wareham,3100000,"   1,319",13.5,"      2,052",7.7,0.9,8.7,68.4,1.4,0.1,12.9,Wareham,     132,      63,      38,      21,      10,       0,76.5,23.5,Wareham,      78,     132,      37,      31,       7,       3,       0,Wareham,114.0,61.0,53.5,0.0,23.0,14.8,62.3,14.8,27.9,21.3,Wareham,       9,,,,Wareham,       133,79.7,9.0,1.5,0.8,9.0,0.0
Watertown,3140000,"   1,827",12.5,"      2,552",4.6,7.4,19.3,62.9,0.4,0.0,5.4,Watertown,     150,       7,      24,      46,      38,      35,20.7,79.3,Watertown,      96,     150,      56,      29,       8,       3,       0,Watertown,147.0,101.0,68.7,0.0,37.6,18.8,43.6,17.8,7.9,15.8,Watertown,     144,559.0,,568.0,Watertown,       170,83.5,10.6,0.0,0.0,5.9,0.0
Wayland,3150000,"   1,372",16.3,"      2,718",5.1,15.2,4.9,68.2,0.0,0.1,6.5,Wayland,     434,       5,      28,      86,     146,     169,7.6,92.4,Wayland,     216,     434,      95,      60,      33,      21,       7,Wayland,202.0,176.0,87.1,0.0,63.1,2.8,34.1,2.8,2.8,11.9,Wayland,     214,645.0,,657.0,Wayland,       207,97.1,1.9,0.5,0.0,0.5,0.0
Webster,3160000,     823,17.2,"      1,679",6.1,1.7,33.2,52.5,0.2,0.1,6.4,Webster,     113,      48,      33,      16,      10,       6,71.7,28.3,Webster,      68,     113,      36,      22,       7,       3,       0,Webster,95.0,53.0,55.8,0.0,32.1,22.6,45.3,18.9,30.2,11.3,Webster,      23,523.0,,509.0,Webster,       116,77.6,7.8,0.0,0.9,13.8,0.0
Wellesley,3170000,"   2,523",14.8,"      4,442",3.7,15.3,5.6,68.0,0.0,0.0,7.4,Wellesley,     837,      59,      89,     182,     264,     243,17.7,82.3,Wellesley,     405,     837,     173,     101,      81,      33,      17,Wellesley,380.0,311.0,81.8,0.3,69.5,3.9,26.4,3.5,1.0,4.2,Wellesley,     337,657.0,,670.0,Wellesley,       392,95.9,3.6,0.0,0.0,0.5,0.0
Wellfleet,3180000,      88,11.7,         99,1.0,0.0,4.0,79.8,0.0,0.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Boylston,3220000,     617,13.9,        895,3.7,1.9,11.5,78.1,0.1,0.2,4.5,West Boylston,      96,      15,      24,      27,      16,      14,40.6,59.4,West Boylston,      78,      96,      60,      18,       0,       0,       0,West Boylston,53.0,43.0,81.1,0.0,30.2,30.2,39.5,30.2,14.0,16.3,West Boylston,      43,570.0,,536.0,West Boylston,        62,83.9,4.8,0.0,0.0,11.3,0.0
West Bridgewater,3230000,     870,18.7,"      1,414",6.7,1.1,5.9,81.1,0.1,0.1,5.0,West Bridgewater,     177,      30,      71,      46,      27,       3,57.1,42.9,West Bridgewater,     108,     177,      59,      30,      18,       1,       0,West Bridgewater,108.0,84.0,77.8,0.0,39.3,10.7,50.0,10.7,23.8,17.9,West Bridgewater,     111,543.0,,542.0,West Bridgewater,       109,99.1,0.0,0.0,0.0,0.9,0.0
West Springfield,3320000,"   2,374",10.7,"      3,917",3.6,8.9,21.7,62.2,0.1,0.1,3.5,West Springfield,     442,      77,     138,     132,      71,      24,48.6,51.4,West Springfield,     232,     442,      99,      67,      55,      11,       0,West Springfield,279.0,167.0,59.9,0.0,28.1,42.5,29.3,41.9,13.8,10.8,West Springfield,      62,568.0,,547.0,West Springfield,       305,88.5,5.9,0.3,0.3,4.9,0.0
Westborough,3210000,"   1,998",15.8,"      3,845",2.2,35.4,8.2,50.8,0.1,0.1,3.2,Westborough,     543,      25,      54,     123,     191,     150,14.5,85.5,Westborough,     288,     543,     137,      82,      42,      21,       6,Westborough,261.0,212.0,81.2,0.0,45.3,9.9,44.8,9.9,7.5,19.3,Westborough,     343,625.0,,639.0,Westborough,       269,95.9,3.3,0.4,0.0,0.4,0.0
Westfield,3250000,"   2,697",16.0,"      4,927",2.4,3.1,17.8,73.2,0.1,0.0,3.4,Westfield,     217,      47,      79,      60,      27,       4,58.1,41.9,Westfield,     139,     217,      81,      41,      14,       3,       0,Westfield,444.0,236.0,53.2,0.0,37.3,36.4,26.3,34.7,16.1,3.4,Westfield,      87,559.0,,554.0,Westfield,       473,91.5,3.0,0.4,0.6,4.4,0.0
Westford,3260000,"   3,064",12.6,"      4,759",1.5,29.4,2.5,62.4,0.1,0.0,4.1,Westford,     817,      11,      50,     154,     262,     340,7.5,92.5,Westford,     406,     817,     174,     112,      75,      33,      12,Westford,423.0,373.0,88.2,0.0,45.3,4.6,50.1,4.6,3.2,21.4,Westford,     403,632.0,,654.0,Westford,       434,97.5,1.8,0.0,0.2,0.5,0.0
Westhampton,3270000,      65,12.7,        110,2.7,0.0,5.5,89.1,0.0,0.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston,3300000,"   1,040",14.2,"      1,905",6.6,17.5,6.5,63.7,0.1,0.1,5.6,Weston,     548,      47,      91,     132,     130,     148,25.2,74.8,Weston,     281,     548,     136,      84,      21,      21,      19,Weston,169.0,134.0,79.3,0.0,70.9,2.2,26.9,1.5,1.5,6.0,Weston,     156,638.0,,657.0,Weston,       172,97.1,2.9,0.0,0.0,0.0,0.0
Westport,3310000,     846,15.2,"      1,379",0.6,0.4,4.1,90.9,0.2,0.0,3.8,Westport,     113,      42,      26,      30,      14,       1,60.2,39.8,Westport,      71,     113,      39,      23,       8,       1,       0,Westport,49.0,26.0,53.1,0.0,30.8,30.8,38.5,26.9,3.8,26.9,Westport,      29,521.0,,490.0,Westport,        55,89.1,5.5,0.0,1.8,3.6,0.0
Westwood,3350000,"   1,799",13.0,"      2,970",2.1,12.0,4.9,76.0,0.0,0.0,4.9,Westwood,     753,      36,      95,     191,     262,     169,17.4,82.6,Westwood,     399,     753,     183,     119,      64,      27,       6,Westwood,238.0,207.0,87.0,0.0,56.5,2.4,41.1,2.4,3.9,17.9,Westwood,     339,607.0,,631.0,Westwood,       240,97.1,2.9,0.0,0.0,0.0,0.0
Weymouth,3360000,"   2,754",17.4,"      5,698",7.3,7.0,12.5,68.2,0.2,0.1,4.7,Weymouth,     574,      97,     128,     172,     125,      52,39.2,60.8,Weymouth,     320,     574,     159,      94,      42,      24,       1,Weymouth,464.0,275.0,59.3,0.0,31.6,18.5,49.5,18.2,17.8,19.6,Weymouth,     110,548.0,,538.0,Weymouth,       503,87.9,6.0,0.4,0.2,5.6,0.0
Whately,3370000,      87,14.3,        116,0.9,0.0,3.5,94.0,0.0,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitman-Hanson,7800000,"   1,394",17.5,"      3,611",3.2,1.4,6.0,85.8,0.4,0.1,3.1,Whitman-Hanson,     456,      54,     156,     133,      91,      22,46.1,53.9,Whitman-Hanson,     250,     456,     110,      93,      35,       6,       6,Whitman-Hanson,268.0,201.0,75.0,0.0,34.3,17.4,48.3,16.9,17.4,18.4,Whitman-Hanson,     273,531.0,,524.0,Whitman-Hanson,       283,92.9,6.0,0.0,0.0,1.1,0.0
Whittier Regional Vocational Technical,8850000,     742,12.6,"      1,236",2.9,1.5,25.4,66.2,0.5,0.0,3.5,Whittier Regional Vocational Technical,      25,      12,       8,       4,       1,       0,80.0,20.0,Whittier Regional Vocational Technical,      25,      25,      25,       0,       0,       0,       0,Whittier Regional Vocational Technical,314.0,148.0,47.1,0.0,25.7,52.7,21.6,48.0,8.1,10.1,Whittier Regional Vocational Technical,      35,549.0,,527.0,Whittier Regional Vocational Technical,       318,98.7,0.0,0.0,0.0,1.3,0.0
Williamsburg,3400000,      69,12.5,        117,3.4,0.0,5.1,89.7,0.0,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington,3420000,"   1,859",14.9,"      2,846",1.4,5.8,4.7,84.1,0.1,0.0,3.9,Wilmington,     456,      70,      99,     137,      95,      55,37.1,62.9,Wilmington,     237,     456,      99,      85,      33,      15,       5,Wilmington,213.0,168.0,78.9,0.0,41.1,8.9,50.0,8.3,17.9,20.2,Wilmington,      70,592.0,,580.0,Wilmington,       222,95.0,2.7,0.0,0.5,1.8,0.0
Winchendon,3430000,     405,17.8,"      1,191",2.1,1.9,7.0,85.2,0.1,0.3,3.5,Winchendon,      30,       5,      12,       9,       3,       1,56.7,43.3,Winchendon,      17,      30,       5,      11,       1,       0,       0,Winchendon,60.0,31.0,51.7,3.2,25.8,35.5,35.5,35.5,25.8,6.5,Winchendon,      30,554.0,,527.0,Winchendon,        91,56.0,26.4,0.0,1.1,16.5,0.0
Winchester,3440000,"   3,451",12.8,"      4,493",1.2,19.0,3.4,69.9,0.2,0.0,6.3,Winchester,     808,      39,      73,     172,     250,     274,13.9,86.1,Winchester,     349,     808,     141,      74,      57,      48,      29,Winchester,339.0,280.0,82.6,0.0,60.7,6.4,32.9,5.7,1.4,14.3,Winchester,     449,627.0,,643.0,Winchester,       343,97.1,2.3,0.3,0.0,0.3,0.0
Winthrop,3460000,     661,20.6,"      1,847",1.4,0.7,16.0,80.5,0.1,0.1,1.4,Winthrop,     335,     133,     100,      57,      33,      12,69.6,30.4,Winthrop,     150,     335,      52,      24,      62,      11,       1,Winthrop,125.0,97.0,77.6,0.0,36.1,15.5,48.5,15.5,20.6,17.5,Winthrop,      50,559.0,,552.0,Winthrop,       138,89.9,5.8,0.0,0.7,3.6,0.0
Woburn,3470000,"   2,985",13.8,"      4,332",7.5,7.1,12.4,68.4,0.8,0.2,3.5,Woburn,     344,      36,     104,      89,      71,      44,40.7,59.3,Woburn,     205,     344,     124,      41,      26,      11,       3,Woburn,291.0,189.0,64.9,0.0,35.4,23.3,41.3,23.3,10.1,24.9,Woburn,     220,536.0,,536.0,Woburn,       329,86.0,6.1,0.0,0.6,7.0,0.3
Worcester,3480000,"  11,791",14.1,"     20,660",17.3,6.2,42.9,29.0,0.2,0.0,4.5,Worcester,"   2,060",     957,     467,     346,     192,      98,69.1,30.9,Worcester,"   1,322","   2,060",     818,     321,     137,      41,       5,Worcester,1739.0,893.0,51.4,0.0,23.3,33.8,42.9,32.7,24.4,15.2,Worcester,     643,518.0,,521.0,Worcester,"     1,838",87.3,6.1,0.5,0.4,5.7,0.0
Worthington,3490000,      60,6.0,         58,0.0,0.0,5.2,91.4,1.7,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrentham,3500000,     404,18.4,        893,1.8,3.0,5.4,84.8,0.3,0.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Totals,0," 502,941",15.5,"    912,474",9.4,7.2,22.4,56.5,0.2,0.1,4.1,State Totals,"  94,879","  16,372","  20,723","  23,162","  20,378","  14,244",39.1,60.9,State Totals,"  51,911","  94,879","  25,586","  14,802","   7,676","   2,805","   1,042",State Totals,68405.0,43773.0,64.0,0.1,40.0,18.6,41.3,17.8,11.0,17.3,State Totals,"  43,337",576.0,,576.0,State Totals,"    74,232",89.0,5.3,0.6,0.4,4.7,0.0
,35040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,City on a Hill Charter Public School Dudley Square (District),51.0,36.0,70.6,0.0,30.6,27.8,41.7,27.8,16.7,25.0,,,,,,City on a Hill Charter Public School Dudley Square (District),        44,95.7,0.0,0.0,0.0,4.4,0.0
,35070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,City on a Hill Charter Public School New Bedford (District),24.0,8.0,33.3,0.0,12.5,25.0,62.5,25.0,25.0,37.5,,,,,,City on a Hill Charter Public School New Bedford (District),        35,71.4,0.0,11.9,0.0,16.7,0.0
